Gene stable ID	Gene name	NCBI gene ID
ENSRNOG00000003456	Actrt1	139741
ENSRNOG00000017428	Map1b	4131
ENSRNOG00000034228	Pik3c2g	5288
ENSRNOG00000019750	Kcna1	3736
ENSRNOG00000018939	Rexo2	25996
ENSRNOG00000016222	Ppp1r3g	648791
ENSRNOG00000011459	Rhbdf2	79651
ENSRNOG00000053813	Nkap	79576
ENSRNOG00000004555	Sec14l3	284904
ENSRNOG00000002572	Cacybp	27101
ENSRNOG00000046881	Pglyrp3	114771
ENSRNOG00000008689	Cbx1	10951
ENSRNOG00000028703	Slc39a6	25800
ENSRNOG00000001169	Slc37a1	54020
ENSRNOG00000056781	Cfap221	200373
ENSRNOG00000053250	AABR07012331.1	388697
ENSRNOG00000002632	Naca	4666
ENSRNOG00000006231	Ptpro	5800
ENSRNOG00000013166	Wnt4	54361
ENSRNOG00000049016	AABR07048012.1	23480
ENSRNOG00000009811	Cnih1	10175
ENSRNOG00000025793	Usp31	57478
ENSRNOG00000052071	Olr851	138802
ENSRNOG00000054698	AABR07066792.1	9820
ENSRNOG00000005726	Pclo	27445
ENSRNOG00000006604	Thy1	7070
ENSRNOG00000007999	Abra	137735
ENSRNOG00000049868	Kcnk6	9424
ENSRNOG00000002810	Gfpt2	9945
ENSRNOG00000005522	Sh3yl1	26751
ENSRNOG00000019293	AABR07006025.1	5441
ENSRNOG00000033572	AABR07058017.1	359787
ENSRNOG00000018464	Lipt1	51601
ENSRNOG00000033776	LOC100359668	2512
ENSRNOG00000052880	Prph	5630
ENSRNOG00000047104	Hells	3070
ENSRNOG00000054204	Gria2	2891
ENSRNOG00000060449	Rps21	6227
ENSRNOG00000006298	Cpne3	8895
ENSRNOG00000008421	Klhl5	51088
ENSRNOG00000006711	Zfp212	7988
ENSRNOG00000043233	Cyp4f6	11283
ENSRNOG00000018448	Cend1	51286
ENSRNOG00000011261	Ttc14	151613
ENSRNOG00000009116	Itgb3bp	23421
ENSRNOG00000001047	Map2k7	5609
ENSRNOG00000039203	AABR07040892.1	6203
ENSRNOG00000047257	Tmem185b	79134
ENSRNOG00000000505	Rpl10a	4736
ENSRNOG00000050417	AABR07006774.1	23232
ENSRNOG00000011952	Samm50	25813
ENSRNOG00000029141	Trabd2b	388630
ENSRNOG00000029082	AABR07005031.1	2512
ENSRNOG00000020463	Eif1ad	84285
ENSRNOG00000002790	Abcb7	22
ENSRNOG00000016213	Ssbp2	23635
ENSRNOG00000014624	Selenok	58515
ENSRNOG00000014683	Il1rl2	8808
ENSRNOG00000024917	Als2cr12	130540
ENSRNOG00000009218	Prdm12	59335
ENSRNOG00000048277	AABR07035787.1	51593
ENSRNOG00000015630	Cct7	10574
ENSRNOG00000019247	Plekhj1	55111
ENSRNOG00000026212	Micall1	85377
ENSRNOG00000020489	Tmem145	284339
ENSRNOG00000011490	Angptl8	55908
ENSRNOG00000015812	Tm4sf1	4071
ENSRNOG00000049866	Plcxd1	55344
ENSRNOG00000032895	Cyp4f4	8529
ENSRNOG00000021026	Zfp687	57592
ENSRNOG00000034128	RGD1560917	64975
ENSRNOG00000005908	Dmtf1	9988
ENSRNOG00000009548	Fpgt	8790
ENSRNOG00000038741	AABR07043818.1	102723796
ENSRNOG00000026025	Capn11	11131
ENSRNOG00000000302	Sesn1	27244
ENSRNOG00000031540	LOC100362384	2512
ENSRNOG00000016719	Zfp161	7541
ENSRNOG00000059350	Ppp1r3a	5506
ENSRNOG00000001269	Ppp1cc	5501
ENSRNOG00000007057	Csmd2	114784
ENSRNOG00000009736	A4galt	53947
ENSRNOG00000003033	Plcd3	113026
ENSRNOG00000060936	Ikbkg	8517
ENSRNOG00000006131	Mettl2b	55798
ENSRNOG00000048988	LOC100909524	51156
ENSRNOG00000005087	Cebpz	10153
ENSRNOG00000002303	Kcnj12	3768
ENSRNOG00000002303	Kcnj12	100134444
ENSRNOG00000007600	Igsf1	3547
ENSRNOG00000026690	Kin	22944
ENSRNOG00000016403	Olah	55301
ENSRNOG00000019819	Dus2	54920
ENSRNOG00000019193	Stx1b	112755
ENSRNOG00000001124	Rnft2	84900
ENSRNOG00000047204	Gp6	51206
ENSRNOG00000021329	Tas2r140	50840
ENSRNOG00000021329	Tas2r140	106707243
ENSRNOG00000025388	Mrpl33	9553
ENSRNOG00000006198	Prr11	55771
ENSRNOG00000017509	Eed	8726
ENSRNOG00000046350	RGD1563818	6590
ENSRNOG00000026748	Dennd2a	27147
ENSRNOG00000047631	Eef1akmt3	25895
ENSRNOG00000033153	Sfn	2810
ENSRNOG00000003479	Rnf150	57484
ENSRNOG00000016475	Nt5c3b	115024
ENSRNOG00000011161	Slc2a12	154091
ENSRNOG00000046674	AABR07052831.1	81309
ENSRNOG00000037137	Svip	258010
ENSRNOG00000047307	Cntfr	1271
ENSRNOG00000003235	Mgat4b	11282
ENSRNOG00000012873	Gfm1	85476
ENSRNOG00000004560	Cacna1b	774
ENSRNOG00000025300	Fer1l6	654463
ENSRNOG00000030328	Fam98a	25940
ENSRNOG00000051719	AABR07065498.1	317762
ENSRNOG00000005679	Fap	2191
ENSRNOG00000010872	Ckb	1152
ENSRNOG00000014340	Pdcd7	10081
ENSRNOG00000026387	Ms4a12	54860
ENSRNOG00000013011	Dnajb4	11080
ENSRNOG00000017854	Ucp2	7351
ENSRNOG00000013514	Maf1	84232
ENSRNOG00000018446	Prap1	118471
ENSRNOG00000009118	Pou2f3	25833
ENSRNOG00000028390	Hhipl1	84439
ENSRNOG00000042160	LOC108349010	56900
ENSRNOG00000005539	Thg1l	54974
ENSRNOG00000050287	LOC108348080	10969
ENSRNOG00000005007	Scn3a	6328
ENSRNOG00000000121	Pigv	55650
ENSRNOG00000028050	Rhox13	158800
ENSRNOG00000053256	LOC100910719	26494
ENSRNOG00000053256	LOC100910719	219865
ENSRNOG00000022129	Galp	85569
ENSRNOG00000009540	Gpr3	2827
ENSRNOG00000010164	Mrps2	51116
ENSRNOG00000005900	Slc2a6	11182
ENSRNOG00000009488	Cyp7a1	1581
ENSRNOG00000050323	Srsf1	6426
ENSRNOG00000002044	Gtpbp8	29083
ENSRNOG00000021437	AABR07073181.1	3339
ENSRNOG00000011498	Psip1	11168
ENSRNOG00000007680	Fhl5	9457
ENSRNOG00000022975	Nfam1	150372
ENSRNOG00000006278	Tspyl5	85453
ENSRNOG00000008145	Traf3	7187
ENSRNOG00000046997	Olr514	219473
ENSRNOG00000007472	Setd5	55209
ENSRNOG00000046379	LOC100912604	6723
ENSRNOG00000019273	Capn7	23473
ENSRNOG00000033796	Kcnj5	3762
ENSRNOG00000022712	Bend7	222389
ENSRNOG00000025705	Armcx2	9823
ENSRNOG00000019626	Slc27a5	10998
ENSRNOG00000005988	Arl8a	127829
ENSRNOG00000031564	AABR07062859.1	3015
ENSRNOG00000019552	Lsm7	51690
ENSRNOG00000013053	Trpm6	140803
ENSRNOG00000027286	Lrrc75a	388341
ENSRNOG00000026740	LOC290876	100507747
ENSRNOG00000057848	Cacng8	59283
ENSRNOG00000008515	Tmem45b	120224
ENSRNOG00000001422	Col26a1	136227
ENSRNOG00000013491	Setx	23064
ENSRNOG00000012847	Scgb1c1	147199
ENSRNOG00000027350	Tns4	84951
ENSRNOG00000008187	Ubash3b	84959
ENSRNOG00000007979	Phospho2	493911
ENSRNOG00000042266	NEWGENE_2324572	163778
ENSRNOG00000048325	Olr1196	219858
ENSRNOG00000000593	Rev3l	5980
ENSRNOG00000045663	LOC102546678	79057
ENSRNOG00000026157	Pnpla4	8228
ENSRNOG00000020652	Tgfb1	7040
ENSRNOG00000007834	Cand1	55832
ENSRNOG00000006871	Slc25a14	9016
ENSRNOG00000042786	Vti1a	143187
ENSRNOG00000020893	Snx27	81609
ENSRNOG00000039183	Cip2a	57650
ENSRNOG00000047387	Lnpep	4012
ENSRNOG00000049855	AC142181.2	5644
ENSRNOG00000049855	AC142181.2	5645
ENSRNOG00000051151	Gmps	8833
ENSRNOG00000012739	Brf2	55290
ENSRNOG00000057832	Rnf125	54941
ENSRNOG00000018337	Caly	50632
ENSRNOG00000026963	Hsp90b1	7184
ENSRNOG00000011431	Mfhas1	9258
ENSRNOG00000047732	LOC108348105	5047
ENSRNOG00000049614	AABR07028488.1	80760
ENSRNOG00000013436	Pde7b	27115
ENSRNOG00000047112	LOC100912537	26123
ENSRNOG00000000221	Abhd5	51099
ENSRNOG00000031811	Olr477	219479
ENSRNOG00000056701	Gtf2a2	2958
ENSRNOG00000028904	Vps9d1	9605
ENSRNOG00000001439	Srrm3	222183
ENSRNOG00000007956	Styx	6815
ENSRNOG00000022229	Sdad1	55153
ENSRNOG00000049496	Trim62	55223
ENSRNOG00000007023	Galm	130589
ENSRNOG00000025994	Krt80	144501
ENSRNOG00000006623	Cd302	9936
ENSRNOG00000058593	Zbtb1	22890
ENSRNOG00000016879	Ldlrad4	753
ENSRNOG00000000547	Tspyl4	23270
ENSRNOG00000026989	Gapt	202309
ENSRNOG00000003875	Ocrl	4952
ENSRNOG00000061851	Foxj3	22887
ENSRNOG00000004214	Rpl26	6154
ENSRNOG00000001005	Fcer2	2208
ENSRNOG00000027096	Ctsw	1521
ENSRNOG00000048726	Clec2d	29121
ENSRNOG00000053258	Faim2	23017
ENSRNOG00000006178	Dync1h1	1778
ENSRNOG00000015636	Wdr34	89891
ENSRNOG00000008245	AABR07054614.1	5740
ENSRNOG00000010903	Crb1	23418
ENSRNOG00000031406	Hps3	84343
ENSRNOG00000015576	Hsdl1	83693
ENSRNOG00000020847	Elp6	54859
ENSRNOG00000000407	Dcbld1	285761
ENSRNOG00000030993	Tas2r102	50838
ENSRNOG00000047591	Vom1r70	317705
ENSRNOG00000016251	Dnaja2	10294
ENSRNOG00000017887	Mutyh	4595
ENSRNOG00000020133	LOC108348044	9610
ENSRNOG00000019105	Dpp8	54878
ENSRNOG00000003992	Pik3r6	146850
ENSRNOG00000011921	Dusp4	1846
ENSRNOG00000012409	Exosc3	51010
ENSRNOG00000010975	Adnp	23394
ENSRNOG00000004566	Arhgef15	22899
ENSRNOG00000052339	LOC100912505	219473
ENSRNOG00000010841	Col8a2	1296
ENSRNOG00000010712	Terf2ip	54386
ENSRNOG00000010516	Plau	5328
ENSRNOG00000025643	Ccdc13	152206
ENSRNOG00000012035	Rnf181	51255
ENSRNOG00000033395	Olr473	219482
ENSRNOG00000014953	Fbxo39	162517
ENSRNOG00000031529	Cyp2b12	1558
ENSRNOG00000018440	Arfip2	23647
ENSRNOG00000008978	Trmt12	55039
ENSRNOG00000059801	Lima1	51474
ENSRNOG00000049921	Mrps21l	54460
ENSRNOG00000031335	Ankrd37	353322
ENSRNOG00000015590	Dnaaf1	123872
ENSRNOG00000012549	Hs2st1	9653
ENSRNOG00000018825	Dcaf11	80344
ENSRNOG00000027288	Psgb1	634
ENSRNOG00000027288	Psgb1	1088
ENSRNOG00000027288	Psgb1	5671
ENSRNOG00000027288	Psgb1	440533
ENSRNOG00000027288	Psgb1	5669
ENSRNOG00000027288	Psgb1	5673
ENSRNOG00000027288	Psgb1	5676
ENSRNOG00000027288	Psgb1	5675
ENSRNOG00000027288	Psgb1	5672
ENSRNOG00000027288	Psgb1	5670
ENSRNOG00000027288	Psgb1	5680
ENSRNOG00000004282	Arl4a	10124
ENSRNOG00000018500	AABR07028615.1	55691
ENSRNOG00000033640	AABR07015759.1	359787
ENSRNOG00000008452	Eid1	23741
ENSRNOG00000011470	Tsc1	7248
ENSRNOG00000006612	LOC108348082	5606
ENSRNOG00000007012	Ly75	4065
ENSRNOG00000007012	Ly75	100526664
ENSRNOG00000027057	Gga3	23163
ENSRNOG00000048925	Srsf8	10929
ENSRNOG00000020302	Klhl17	339451
ENSRNOG00000059862	Avpr2	554
ENSRNOG00000025087	Krt73	319101
ENSRNOG00000029736	H2afb3	474382
ENSRNOG00000029736	H2afb3	474381
ENSRNOG00000029736	H2afb3	83740
ENSRNOG00000046472	Arfgap3	26286
ENSRNOG00000029408	Mageb16	139604
ENSRNOG00000017493	Pias2	9063
ENSRNOG00000022153	Tmem134	80194
ENSRNOG00000031618	AABR07018028.1	3002
ENSRNOG00000001167	Ubash3a	53347
ENSRNOG00000022303	Pdf	64146
ENSRNOG00000046958	Abo	28
ENSRNOG00000023458	Dcaf12l1	340578
ENSRNOG00000045795	LOC100911365	347862
ENSRNOG00000008058	Tmprss5	80975
ENSRNOG00000004921	Nusap1	51203
ENSRNOG00000018101	Klc3	147700
ENSRNOG00000053325	AABR07009105.1	56242
ENSRNOG00000053325	AABR07009105.1	7617
ENSRNOG00000053325	AABR07009105.1	170959
ENSRNOG00000053325	AABR07009105.1	80264
ENSRNOG00000053325	AABR07009105.1	163227
ENSRNOG00000053325	AABR07009105.1	148198
ENSRNOG00000053325	AABR07009105.1	646864
ENSRNOG00000053325	AABR07009105.1	100129543
ENSRNOG00000053325	AABR07009105.1	440519
ENSRNOG00000014948	Osgin1	29948
ENSRNOG00000011762	Elf1	1997
ENSRNOG00000033983	Sohlh1	402381
ENSRNOG00000003569	Gabra6	2559
ENSRNOG00000029564	Trat1	50852
ENSRNOG00000007418	Ipo9	55705
ENSRNOG00000009610	AABR07072759.1	126637
ENSRNOG00000018937	Gstm2	2946
ENSRNOG00000011457	Lrrc26	389816
ENSRNOG00000001603	N6amt1	29104
ENSRNOG00000015191	Phc1	1911
ENSRNOG00000049282	Oas2	4939
ENSRNOG00000009832	Slc39a14	23516
ENSRNOG00000030920	Rtn4r	65078
ENSRNOG00000006345	Sec61b	10952
ENSRNOG00000024560	AABR07061480.1	10762
ENSRNOG00000005299	Kif5a	3798
ENSRNOG00000009241	RGD1560291	147945
ENSRNOG00000026296	Saxo2	283726
ENSRNOG00000002983	Nf1x	4784
ENSRNOG00000004614	Lypd6b	130576
ENSRNOG00000032569	Lingo3	645191
ENSRNOG00000050703	Fam115c	285966
ENSRNOG00000008209	St3gal1	6482
ENSRNOG00000050419	Avil	10677
ENSRNOG00000059680	AABR07034673.1	318
ENSRNOG00000023895	Ube2u	148581
ENSRNOG00000015896	Rbpms2	348093
ENSRNOG00000013660	Cog6	57511
ENSRNOG00000025539	Vps13a	23230
ENSRNOG00000008390	Dcun1d5	84259
ENSRNOG00000028254	Tmem141	85014
ENSRNOG00000056457	Gpd1	2819
ENSRNOG00000010572	Pus7	54517
ENSRNOG00000011317	Pkn2	5586
ENSRNOG00000019743	Tmem63b	55362
ENSRNOG00000010776	Atp13a1	57130
ENSRNOG00000046862	LOC108348137	51309
ENSRNOG00000018411	Pold3	10714
ENSRNOG00000001329	Gjc3	349149
ENSRNOG00000012573	Dlgap2	9228
ENSRNOG00000057400	Olr1596	81448
ENSRNOG00000010253	Cd163	9332
ENSRNOG00000024352	Tyw1	55253
ENSRNOG00000024352	Tyw1	441250
ENSRNOG00000011214	Polr2f	5435
ENSRNOG00000005063	Atl1	51062
ENSRNOG00000057692	AABR07041206.1	26136
ENSRNOG00000028996	Krt1	3848
ENSRNOG00000008703	Rnps1	10921
ENSRNOG00000022632	4933416C03Rik	54457
ENSRNOG00000026231	Awat1	158833
ENSRNOG00000014946	AABR07005588.1	55623
ENSRNOG00000053394	Olr669	81309
ENSRNOG00000008056	Ankrd9	122416
ENSRNOG00000008984	Irak1bp1	134728
ENSRNOG00000005793	Olr588	10798
ENSRNOG00000009192	Rnaseh2b	79621
ENSRNOG00000006591	Fam163b	642968
ENSRNOG00000016717	Gas2	2620
ENSRNOG00000020573	Efna1	1942
ENSRNOG00000007059	Atp1b4	23439
ENSRNOG00000033434	Casp12	100506742
ENSRNOG00000011544	Zfp219	51222
ENSRNOG00000001348	Erp29	10961
ENSRNOG00000025726	Prr30	339779
ENSRNOG00000011321	Rftn1	23180
ENSRNOG00000061906	AABR07024261.1	64793
ENSRNOG00000000873	Brs3	680
ENSRNOG00000054176	LOC103692171	7841
ENSRNOG00000026891	AC093995.1	11034
ENSRNOG00000009846	Frg1	2483
ENSRNOG00000002969	Itpkb	3707
ENSRNOG00000014422	Gtf2e2	2961
ENSRNOG00000010629	Nod1	10392
ENSRNOG00000007801	R3hdm2	22864
ENSRNOG00000054080	Cgnl1	84952
ENSRNOG00000023456	Rnf41	10193
ENSRNOG00000050645	LOC103690067	51002
ENSRNOG00000019249	Ap3b2	8120
ENSRNOG00000046023	Exoc4	60412
ENSRNOG00000008378	Zfp414	84330
ENSRNOG00000045654	LOC108348108	3303
ENSRNOG00000045654	LOC108348108	3304
ENSRNOG00000038291	Lrrc63	220416
ENSRNOG00000026196	Lrrd1	401387
ENSRNOG00000006746	Olr1607	254879
ENSRNOG00000013328	Rbpms	11030
ENSRNOG00000000463	Col11a2	1302
ENSRNOG00000007106	Sos1	6654
ENSRNOG00000007356	Chmp3	100526767
ENSRNOG00000007356	Chmp3	51652
ENSRNOG00000000805	Gja1	2697
ENSRNOG00000025394	Tanc1	85461
ENSRNOG00000024661	Jpt2	90861
ENSRNOG00000012619	Epor	2057
ENSRNOG00000059956	Bcl6b	255877
ENSRNOG00000050376	Vom1r85	317705
ENSRNOG00000013064	Lrp8	7804
ENSRNOG00000002462	LOC108348055	27077
ENSRNOG00000004917	Rasal2	9462
ENSRNOG00000002627	Kctd3	51133
ENSRNOG00000012302	Gucy1a1	2982
ENSRNOG00000016550	Dclk2	166614
ENSRNOG00000047309	AABR07062290.1	100129361
ENSRNOG00000008775	Lrguk	136332
ENSRNOG00000048643	Olr204	144125
ENSRNOG00000019817	Ddx28	55794
ENSRNOG00000010153	Raf1	5894
ENSRNOG00000010646	Tmem229b	161145
ENSRNOG00000011114	Tbpl1	9519
ENSRNOG00000020505	Map4k1	11184
ENSRNOG00000004498	Scin	85477
ENSRNOG00000055567	Fmnl2	114793
ENSRNOG00000021047	Lrrfip2	9209
ENSRNOG00000007078	Ccn4	8840
ENSRNOG00000011560	Mtmr9	66036
ENSRNOG00000009935	Xpo1	7514
ENSRNOG00000017863	Zeb1	6935
ENSRNOG00000020407	Atcay	85300
ENSRNOG00000043302	LOC690478	85289
ENSRNOG00000043302	LOC690478	728318
ENSRNOG00000046501	Olr598	390148
ENSRNOG00000046004	Olr346	390190
ENSRNOG00000047604	Kbtbd6	89890
ENSRNOG00000047604	Kbtbd6	84078
ENSRNOG00000014124	Nod2	64127
ENSRNOG00000012826	Creb3l2	64764
ENSRNOG00000014835	Il1rl1	9173
ENSRNOG00000049919	LOC691670	3002
ENSRNOG00000005279	Ndufaf7	55471
ENSRNOG00000007365	Il22	50616
ENSRNOG00000022640	AABR07003235.1	27181
ENSRNOG00000022640	AABR07003235.1	89858
ENSRNOG00000002229	Adcy5	111
ENSRNOG00000027606	Neurl1b	54492
ENSRNOG00000033164	Cyp2b3	1558
ENSRNOG00000049484	AABR07054639.1	10079
ENSRNOG00000059965	Olr648	81300
ENSRNOG00000014269	Cxcr2	3579
ENSRNOG00000013040	Ddx31	64794
ENSRNOG00000018339	Cabp2	51475
ENSRNOG00000013320	RGD1561916	84688
ENSRNOG00000007288	M1ap	130951
ENSRNOG00000000219	Ano10	55129
ENSRNOG00000003443	Klf1	10661
ENSRNOG00000019120	Hmgcs2	3158
ENSRNOG00000054296	Hist1h2bo	8343
ENSRNOG00000021203	Atl3	25923
ENSRNOG00000023803	Cmya5	202333
ENSRNOG00000023465	Depp1	11067
ENSRNOG00000015230	Ermard	55780
ENSRNOG00000020117	LOC108348098	25855
ENSRNOG00000010816	Kcnk15	60598
ENSRNOG00000000885	Auts2	26053
ENSRNOG00000016558	Pllp	51090
ENSRNOG00000024566	Sh3d21	79729
ENSRNOG00000052134	Pigy	84992
ENSRNOG00000006104	Tg	7038
ENSRNOG00000032916	Prss2	5644
ENSRNOG00000032916	Prss2	5645
ENSRNOG00000046492	Nemp1	23306
ENSRNOG00000058549	Vom1r69	317705
ENSRNOG00000012454	Trmt10b	158234
ENSRNOG00000059274	LOC100912356	3451
ENSRNOG00000059274	LOC100912356	3448
ENSRNOG00000059274	LOC100912356	3444
ENSRNOG00000059274	LOC100912356	3449
ENSRNOG00000059274	LOC100912356	3446
ENSRNOG00000059274	LOC100912356	3442
ENSRNOG00000059274	LOC100912356	3443
ENSRNOG00000059274	LOC100912356	3447
ENSRNOG00000059274	LOC100912356	3440
ENSRNOG00000059274	LOC100912356	3445
ENSRNOG00000059274	LOC100912356	3439
ENSRNOG00000024457	Cyct	50940
ENSRNOG00000047298	Olr1868	81797
ENSRNOG00000056102	AABR07072181.4	100533177
ENSRNOG00000050957	LOC102555599	219437
ENSRNOG00000050957	LOC102555599	26338
ENSRNOG00000004781	Crmp1	1400
ENSRNOG00000018322	Picalm	8301
ENSRNOG00000047907	Mapk7	5598
ENSRNOG00000004602	Rnf145	153830
ENSRNOG00000047131	Lrtm1	57408
ENSRNOG00000002841	Cdc42bpa	8476
ENSRNOG00000011661	Hnrnph2	3188
ENSRNOG00000001754	Wdr53	348793
ENSRNOG00000054954	Lilrb2	11006
ENSRNOG00000054954	Lilrb2	11025
ENSRNOG00000054954	Lilrb2	102725035
ENSRNOG00000054954	Lilrb2	107987425
ENSRNOG00000054954	Lilrb2	107987462
ENSRNOG00000054954	Lilrb2	79168
ENSRNOG00000054954	Lilrb2	10990
ENSRNOG00000054954	Lilrb2	23547
ENSRNOG00000054954	Lilrb2	353514
ENSRNOG00000047000	LOC100911225	282969
ENSRNOG00000006698	Rab33a	9363
ENSRNOG00000015878	Pif1	80119
ENSRNOG00000005705	Qpct	25797
ENSRNOG00000007098	Gtpbp10	85865
ENSRNOG00000046950	LOC100912481	2130
ENSRNOG00000026008	Gtf2e1	2960
ENSRNOG00000020849	Hcst	10870
ENSRNOG00000010798	Blk	640
ENSRNOG00000047363	Kcnk13	56659
ENSRNOG00000000549	Tspyl1	7259
ENSRNOG00000054891	Cnot6	57472
ENSRNOG00000026176	Efcab12	90288
ENSRNOG00000008050	Stac3	246329
ENSRNOG00000003918	Slc25a19	60386
ENSRNOG00000047088	Rab10	10890
ENSRNOG00000002129	Lrrc8b	23507
ENSRNOG00000046688	Olr821	346528
ENSRNOG00000046688	Olr821	402317
ENSRNOG00000008331	Washc4	23325
ENSRNOG00000009425	Fgf7	2252
ENSRNOG00000008607	U2surp	23350
ENSRNOG00000014327	Csrp3	8048
ENSRNOG00000011202	Chrna4	1137
ENSRNOG00000025720	Nobox	135935
ENSRNOG00000022044	Cabp4	57010
ENSRNOG00000030708	Lcn4	29989
ENSRNOG00000030708	Lcn4	29991
ENSRNOG00000017342	Zdhhc7	55625
ENSRNOG00000016622	Ankra2	57763
ENSRNOG00000043445	Them5	284486
ENSRNOG00000010731	Gpm6a	2823
ENSRNOG00000011555	Lrrc40	55631
ENSRNOG00000016752	Crispld2	83716
ENSRNOG00000000893	Tmem248	55069
ENSRNOG00000054838	Mcrs1	10445
ENSRNOG00000052894	Epg5	57724
ENSRNOG00000008398	AABR07055789.1	6432
ENSRNOG00000018091	Gdi2	2665
ENSRNOG00000024182	LOC680913	123970
ENSRNOG00000010640	Agtr1b	185
ENSRNOG00000013668	Capg	822
ENSRNOG00000017215	RGD1308601	147339
ENSRNOG00000006204	Slc30a3	7781
ENSRNOG00000007286	Mdm1	56890
ENSRNOG00000002903	Specc1	92521
ENSRNOG00000002653	Kcnk2	3776
ENSRNOG00000007350	Rac2	5880
ENSRNOG00000050654	Olr526	390151
ENSRNOG00000050654	Olr526	390152
ENSRNOG00000050654	Olr526	219469
ENSRNOG00000004844	Med30	90390
ENSRNOG00000047198	Tatdn1	83940
ENSRNOG00000007031	Trim9	114088
ENSRNOG00000017889	Serac1	84947
ENSRNOG00000006631	Sema3e	9723
ENSRNOG00000001911	Map6d1	79929
ENSRNOG00000015859	Chdh	55349
ENSRNOG00000004459	Sdr9c7	121214
ENSRNOG00000031264	Olr557	282770
ENSRNOG00000017050	Lmntd2	256329
ENSRNOG00000013202	Akap7	9465
ENSRNOG00000013933	Med27	9442
ENSRNOG00000019573	Lcat	3931
ENSRNOG00000010546	Gngt1	2792
ENSRNOG00000000095	Gpr89b	51463
ENSRNOG00000013072	Plxna4	91584
ENSRNOG00000020955	Myl3	4634
ENSRNOG00000020605	Pstk	118672
ENSRNOG00000017607	Faf2	23197
ENSRNOG00000042317	Cd209f	10332
ENSRNOG00000006642	Yipf6	286451
ENSRNOG00000005577	Desi1	27351
ENSRNOG00000020797	She	126669
ENSRNOG00000012067	Fam111a	63901
ENSRNOG00000019961	Tcte1	202500
ENSRNOG00000012960	Uap1l1	91373
ENSRNOG00000010406	Cel	1056
ENSRNOG00000055103	Cftr	1080
ENSRNOG00000059702	Tex9	374618
ENSRNOG00000010791	Ripor3	140876
ENSRNOG00000004700	Nxt1	29107
ENSRNOG00000000185	Mpst	4357
ENSRNOG00000054136	Xkrx	402415
ENSRNOG00000010529	Thbs2	7058
ENSRNOG00000000833	Vars2	57176
ENSRNOG00000002610	Carhsp1	23589
ENSRNOG00000053877	LOC100910049	388761
ENSRNOG00000022480	Atp6v1g3	127124
ENSRNOG00000012149	Gpsm2	29899
ENSRNOG00000046702	AABR07036698.1	10214
ENSRNOG00000046702	AABR07036698.1	6759
ENSRNOG00000046702	AABR07036698.1	548313
ENSRNOG00000046702	AABR07036698.1	6757
ENSRNOG00000046702	AABR07036698.1	280658
ENSRNOG00000046702	AABR07036698.1	727837
ENSRNOG00000018534	Lyg1	129530
ENSRNOG00000010218	NEWGENE_619861	1983
ENSRNOG00000004027	Aldh9a1	223
ENSRNOG00000022548	Prss38	339501
ENSRNOG00000048239	Cxcr1	3577
ENSRNOG00000002832	Slc16a2	6567
ENSRNOG00000031129	Carm1	10498
ENSRNOG00000052294	Spint3	10816
ENSRNOG00000024905	Drc1	92749
ENSRNOG00000032437	Pard3	56288
ENSRNOG00000027234	Zfp367	195828
ENSRNOG00000022736	Cdkn2aip	55602
ENSRNOG00000056993	Olfr1463	441608
ENSRNOG00000011668	Nfil3	4783
ENSRNOG00000025981	Ska2	348235
ENSRNOG00000048113	Cbx8	57332
ENSRNOG00000004471	Polr3h	171568
ENSRNOG00000055413	AC129395.1	101929989
ENSRNOG00000006559	Akap8	10270
ENSRNOG00000002292	Hnrnpd	3184
ENSRNOG00000020673	Pbxip1	57326
ENSRNOG00000020817	Cyp2a3	1553
ENSRNOG00000027601	Lhfpl1	340596
ENSRNOG00000011644	Slc1a7	6512
ENSRNOG00000020533	Htra1	5654
ENSRNOG00000002864	Nacc1	112939
ENSRNOG00000023946	Dmac1	90871
ENSRNOG00000026504	Fam114a1	92689
ENSRNOG00000003695	Mgat4d	152586
ENSRNOG00000015753	Epn1	29924
ENSRNOG00000014479	Cttnbp2nl	55917
ENSRNOG00000029055	Ttk	7272
ENSRNOG00000019302	Stx4	6810
ENSRNOG00000016177	Scara3	51435
ENSRNOG00000016551	Bcl2l11	10018
ENSRNOG00000017654	Emc8	10328
ENSRNOG00000061579	AABR07070810.1	6136
ENSRNOG00000017783	Sfrp1	6422
ENSRNOG00000020821	Clip3	25999
ENSRNOG00000010736	Pbx4	80714
ENSRNOG00000037435	Tmem196	256130
ENSRNOG00000013102	Entpd2	954
ENSRNOG00000047291	LOC100910402	26494
ENSRNOG00000047291	LOC100910402	219865
ENSRNOG00000047455	Cdhr3	222256
ENSRNOG00000033192	Osmr	9180
ENSRNOG00000024046	Sprr3	6707
ENSRNOG00000002141	Cd200	4345
ENSRNOG00000037851	Spidr	23514
ENSRNOG00000031132	LOC367117	28977
ENSRNOG00000018881	Rnasek	440400
ENSRNOG00000003020	Slc25a47	283600
ENSRNOG00000032669	Serpina1	5265
ENSRNOG00000049985	Gprasp1	9737
ENSRNOG00000046874	Snx9	51429
ENSRNOG00000013423	Nup50	10762
ENSRNOG00000013484	Gsta1	221357
ENSRNOG00000000368	Grik2	2898
ENSRNOG00000000799	Abcf1	23
ENSRNOG00000001916	Tmprss15	5651
